IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.154.158.75,443,443,true,FRA,Europe,Frankfurt,525,0.14
45.144.233.115,443,443,true,FRA,Europe,Frankfurt,572,0.12
34.159.10.227,443,443,true,FRA,Europe,Frankfurt,507,0.10
3.67.127.222,443,443,true,FRA,Europe,Frankfurt,464,0.10
52.58.52.105,443,443,true,FRA,Europe,Frankfurt,440,0.08
45.95.173.22,443,443,true,FRA,Europe,Frankfurt,474,0.07
3.123.254.137,2053,443,true,FRA,Europe,Frankfurt,474,0.07
5.61.39.183,443,443,true,FRA,Europe,Frankfurt,552,0.06
95.164.249.236,443,443,true,FRA,Europe,Frankfurt,548,0.06
3.126.221.11,2053,443,true,FRA,Europe,Frankfurt,409,0.05
91.239.148.31,443,443,true,FRA,Europe,Frankfurt,524,0.04
138.2.160.164,443,443,true,FRA,Europe,Frankfurt,558,0.04
18.159.200.98,2053,443,true,FRA,Europe,Frankfurt,401,0.02
3.66.30.85,443,443,true,FRA,Europe,Frankfurt,450,0.02
141.144.201.17,443,443,true,FRA,Europe,Frankfurt,550,0.00
132.226.134.7,443,443,true,FRA,Europe,Frankfurt,568,0.00
34.159.109.246,443,443,true,FRA,Europe,Frankfurt,501,0.00
144.21.38.239,443,443,true,FRA,Europe,Frankfurt,563,0.00
132.226.199.143,443,443,true,FRA,Europe,Frankfurt,554,0.00
144.21.36.68,443,443,true,FRA,Europe,Frankfurt,567,0.00
141.147.54.128,443,443,true,FRA,Europe,Frankfurt,560,0.00
130.162.232.85,443,443,true,FRA,Europe,Frankfurt,553,0.00
138.2.135.157,443,443,true,FRA,Europe,Frankfurt,571,0.00
158.101.216.213,443,443,true,FRA,Europe,Frankfurt,548,0.00
18.156.21.22,443,443,true,FRA,Europe,Frankfurt,466,0.00
143.47.188.85,443,443,true,FRA,Europe,Frankfurt,552,0.00
158.101.218.195,443,443,true,FRA,Europe,Frankfurt,573,0.00
130.162.53.170,443,443,true,FRA,Europe,Frankfurt,569,0.00
158.101.209.33,443,443,true,FRA,Europe,Frankfurt,564,0.00
38.180.48.228,443,443,true,FRA,Europe,Frankfurt,465,0.00
141.147.100.246,443,443,true,FRA,Europe,Frankfurt,561,0.00
140.238.123.74,443,443,true,FRA,Europe,Frankfurt,577,0.00
52.28.95.61,2087,2087,true,FRA,Europe,Frankfurt,474,0.00
18.153.249.28,2053,2053,true,FRA,Europe,Frankfurt,502,0.00
8.211.10.214,443,443,true,FRA,Europe,Frankfurt,639,0.00
212.224.118.29,443,443,true,FRA,Europe,Frankfurt,625,0.00
34.89.241.113,443,0,true,FRA,Europe,Frankfurt,511,0.00
35.242.232.225,443,443,true,FRA,Europe,Frankfurt,513,0.00
152.70.49.97,443,0,true,FRA,Europe,Frankfurt,560,0.00
141.148.246.137,443,0,true,FRA,Europe,Frankfurt,554,0.00
158.101.216.153,443,0,true,FRA,Europe,Frankfurt,551,0.00
144.21.38.175,443,0,true,FRA,Europe,Frankfurt,558,0.00
144.21.60.217,443,0,true,FRA,Europe,Frankfurt,554,0.00
141.144.207.185,443,0,true,FRA,Europe,Frankfurt,553,0.00
158.101.217.98,443,0,true,FRA,Europe,Frankfurt,556,0.00
18.196.70.197,443,443,true,FRA,Europe,Frankfurt,429,0.00
144.21.58.127,443,443,true,FRA,Europe,Frankfurt,560,0.00
144.21.57.224,443,0,true,FRA,Europe,Frankfurt,571,0.00
3.76.154.119,443,443,true,FRA,Europe,Frankfurt,416,0.00
34.159.115.89,443,443,true,FRA,Europe,Frankfurt,508,0.00
195.141.59.27,443,443,true,FRA,Europe,Frankfurt,511,0.00
130.162.211.213,443,0,true,FRA,Europe,Frankfurt,566,0.00
52.28.95.61,2052,2052,false,FRA,Europe,Frankfurt,448,0.00
141.148.241.57,443,0,true,FRA,Europe,Frankfurt,569,0.00
152.70.59.40,443,0,true,FRA,Europe,Frankfurt,559,0.00
