IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.237.14.220,2086,2086,false,SIN,Asia Pacific,Singapore,113,3.68
47.236.169.15,2086,2086,false,SIN,Asia Pacific,Singapore,209,3.47
47.236.83.239,2086,2086,false,SIN,Asia Pacific,Singapore,181,2.79
47.237.82.15,2086,2086,false,SIN,Asia Pacific,Singapore,138,2.17
47.237.95.140,2086,2086,false,SIN,Asia Pacific,Singapore,112,1.97
47.238.6.102,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,1.83
47.236.17.193,2086,2086,false,SIN,Asia Pacific,Singapore,180,1.68
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,204,1.61
47.237.95.146,2086,2086,false,SIN,Asia Pacific,Singapore,136,1.57
47.236.123.133,2086,2086,false,SIN,Asia Pacific,Singapore,181,1.45
47.237.81.112,2086,2086,false,SIN,Asia Pacific,Singapore,143,1.45
47.237.86.185,2086,2086,false,SIN,Asia Pacific,Singapore,113,1.45
47.237.125.8,2086,2086,false,SIN,Asia Pacific,Singapore,137,1.33
47.236.130.95,2086,2086,false,SIN,Asia Pacific,Singapore,182,1.31
47.236.75.152,2086,2086,false,SIN,Asia Pacific,Singapore,183,1.24
47.237.94.140,2086,2086,false,SIN,Asia Pacific,Singapore,113,1.05
47.236.167.231,2086,2086,false,SIN,Asia Pacific,Singapore,205,0.95
47.236.118.216,2086,2086,false,SIN,Asia Pacific,Singapore,210,0.94
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.92
47.236.237.90,2086,2086,false,SIN,Asia Pacific,Singapore,205,0.88
47.236.144.196,2086,2086,false,SIN,Asia Pacific,Singapore,203,0.87
47.76.146.1,2086,2086,false,HKG,Asia Pacific,Hong Kong,568,0.85
47.236.121.23,2086,2086,false,SIN,Asia Pacific,Singapore,209,0.84
47.236.144.208,2086,2086,false,SIN,Asia Pacific,Singapore,195,0.84
47.237.10.1,2086,2086,false,SIN,Asia Pacific,Singapore,137,0.83
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,134,0.83
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,195,0.82
47.236.172.71,2086,2086,false,SIN,Asia Pacific,Singapore,196,0.79
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,113,0.78
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,207,0.78
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,196,0.75
47.236.80.110,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.75
47.236.144.156,2086,2086,false,SIN,Asia Pacific,Singapore,197,0.72
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,189,0.72
47.236.174.206,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.72
47.237.121.38,2086,2086,false,SIN,Asia Pacific,Singapore,112,0.72
47.236.189.92,2086,2086,false,SIN,Asia Pacific,Singapore,182,0.70
47.236.169.141,2086,2086,false,SIN,Asia Pacific,Singapore,191,0.69
47.236.102.102,2086,2086,false,SIN,Asia Pacific,Singapore,206,0.67
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,188,0.66
47.237.95.13,2086,2086,false,SIN,Asia Pacific,Singapore,113,0.62
47.236.164.215,2086,2086,false,SIN,Asia Pacific,Singapore,189,0.62
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.59
47.237.8.82,2086,2086,false,SIN,Asia Pacific,Singapore,112,0.54
47.237.0.31,2086,2086,false,SIN,Asia Pacific,Singapore,133,0.52
47.236.145.85,2086,2086,false,SIN,Asia Pacific,Singapore,199,0.52
47.236.232.148,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.47
47.236.253.41,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.44
47.236.254.120,2086,2086,false,SIN,Asia Pacific,Singapore,182,0.44
13.231.105.214,2086,443,true,TPE,Asia Pacific,Taipei,279,0.43
47.236.205.188,2086,2086,false,SIN,Asia Pacific,Singapore,181,0.40
47.236.202.91,2086,2086,false,SIN,Asia Pacific,Singapore,180,0.36
152.70.155.147,2086,2086,false,LAX,North America,Los Angeles,271,0.36
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,184,0.34
47.76.94.15,2086,2086,false,HKG,Asia Pacific,Hong Kong,547,0.26
47.76.77.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,58,0.23
47.236.10.100,2086,2086,false,SIN,Asia Pacific,Singapore,191,0.22
47.76.32.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,97,0.00
20.58.24.221,2086,2086,false,MAN,Europe,Manchester,465,0.00
51.140.44.206,2086,2086,false,MAN,Europe,Manchester,496,0.00
51.140.154.44,2086,2086,false,MAN,Europe,Manchester,465,0.00
